""
"Test Method","SMA-CFTC.msm"
"Sample I. D.","Sample89.mss"
"Specimen Number","1"

"Time (h)","Load (N)","Crosshead (in)","Temperature Chamber (C)","Extension (mm)","Stress (MPa)"
4.608,10.196,0.11429,-16.80,2.640,22.358
4.609,9.647,0.11431,-16.80,2.641,21.154
4.609,9.318,0.11469,-16.50,2.651,20.433
4.609,9.414,0.11513,-16.50,2.662,20.642
4.609,9.702,0.11538,-16.50,2.668,21.274
4.610,9.754,0.11557,-16.70,2.673,21.388
4.610,9.511,0.11576,-16.90,2.678,20.855
4.610,9.044,0.11618,-16.90,2.688,19.832
4.611,6.418,0.11683,-17.10,2.705,14.074
4.611,3.701,0.11749,-17.60,2.722,8.117
4.611,1.124,0.11815,-17.60,2.738,2.464
4.611,-0.349,0.11880,-18.20,2.755,-0.765
4.612,0.105,0.11945,-18.27,2.772,0.230
4.612,2.638,0.12011,-19.00,2.788,5.784
4.612,5.641,0.12077,-19.20,2.805,12.371
4.613,8.465,0.12143,-19.20,2.822,18.563
4.613,10.485,0.12169,-18.80,2.828,22.991
4.613,10.121,0.12143,-18.10,2.822,22.194
4.613,8.399,0.12176,-18.10,2.830,18.417
4.614,6.431,0.12242,-17.80,2.847,14.102
4.614,5.208,0.12308,-18.40,2.864,11.419
4.614,4.003,0.12374,-18.40,2.880,8.778
4.614,5.178,0.12439,-19.20,2.897,11.354
4.615,7.608,0.12505,-19.60,2.914,16.682
4.615,10.099,0.12555,-19.60,2.926,22.144
4.615,11.279,0.12520,-19.40,2.918,24.733
4.616,10.737,0.12458,-18.70,2.902,23.544
4.616,9.833,0.12442,-18.70,2.898,21.561
4.616,9.133,0.12475,-18.30,2.906,20.026
4.616,9.154,0.12531,-18.30,2.920,20.074
4.617,9.358,0.12575,-18.30,2.931,20.521
4.617,9.440,0.12611,-18.50,2.941,20.701
4.617,9.706,0.12640,-18.80,2.948,21.283
4.618,9.829,0.12654,-18.80,2.952,21.553
4.618,9.330,0.12673,-18.90,2.956,20.458
4.618,9.104,0.12724,-19.00,2.969,19.963
4.618,7.571,0.12788,-19.00,2.986,16.602
4.619,5.817,0.12853,-19.40,3.002,12.756
4.619,4.221,0.12919,-20.00,3.019,9.257
4.619,4.113,0.12985,-20.00,3.036,9.020
4.619,6.485,0.13049,-20.60,3.052,14.219
4.620,9.261,0.13114,-20.60,3.068,20.308
4.620,10.850,0.13115,-20.60,3.069,23.793
4.620,10.240,0.13069,-20.10,3.057,22.454
4.621,8.752,0.13094,-19.60,3.063,19.192
4.621,7.322,0.13159,-19.60,3.080,16.055
4.621,5.886,0.13225,-19.80,3.097,12.906
4.621,4.392,0.13291,-20.50,3.113,9.631
4.622,4.418,0.13356,-20.50,3.130,9.688
4.622,6.412,0.13422,-21.10,3.147,14.061
4.622,9.105,0.13488,-21.10,3.163,19.965
4.623,10.772,0.13494,-21.10,3.165,23.621
4.623,10.385,0.13460,-20.60,3.156,22.772
4.623,9.605,0.13455,-20.20,3.155,21.063
4.623,9.509,0.13482,-20.20,3.162,20.852
4.624,9.476,0.13511,-20.20,3.169,20.779
4.624,9.482,0.13546,-20.30,3.178,20.792
4.624,9.624,0.13574,-20.30,3.185,21.104
4.624,9.765,0.13593,-20.50,3.190,21.412
4.625,9.611,0.13610,-20.60,3.194,21.075
4.625,9.496,0.13637,-20.60,3.201,20.823
4.625,8.485,0.13691,-20.70,3.215,18.606
4.626,7.525,0.13756,-21.00,3.231,16.500
4.626,6.285,0.13821,-21.00,3.248,13.781
4.626,4.478,0.13887,-21.50,3.265,9.819
4.626,3.629,0.13953,-22.20,3.282,7.957
4.627,5.013,0.14019,-22.20,3.298,10.992
4.627,7.530,0.14084,-22.60,3.315,16.511
4.627,9.944,0.14136,-22.60,3.328,21.806
4.628,10.994,0.14114,-22.40,3.322,24.107
4.628,10.141,0.14068,-21.80,3.311,22.237
4.628,9.123,0.14087,-21.80,3.316,20.005
4.628,8.277,0.14150,-21.40,3.332,18.150
4.629,7.291,0.14216,-21.70,3.348,15.987
4.629,6.844,0.14281,-21.70,3.365,15.007
4.629,6.693,0.14347,-22.20,3.382,14.677
4.629,6.891,0.14412,-22.70,3.398,15.112
4.630,8.919,0.14478,-22.70,3.415,19.558
4.630,10.616,0.14496,-22.90,3.420,23.278
4.630,10.748,0.14452,-22.60,3.408,23.568
4.631,10.128,0.14426,-22.60,3.402,22.208
4.631,9.443,0.14436,-22.10,3.404,20.707
4.631,9.493,0.14471,-22.00,3.413,20.816
4.631,9.573,0.14500,-22.00,3.420,20.992
4.632,9.698,0.14523,-22.10,3.426,21.266
4.632,9.788,0.14542,-22.20,3.431,21.464
4.632,9.861,0.14554,-22.20,3.434,21.622
4.633,9.596,0.14568,-22.30,3.438,21.042
4.633,8.928,0.14609,-22.40,3.448,19.578
4.633,7.673,0.14675,-22.40,3.465,16.826
4.633,5.216,0.14741,-22.80,3.482,11.437
4.634,2.861,0.14807,-23.20,3.499,6.274
4.634,1.293,0.14872,-23.20,3.515,2.835
4.634,2.499,0.14938,-24.10,3.532,5.479
4.634,5.030,0.15004,-24.70,3.548,11.029
4.635,7.820,0.15069,-24.70,3.565,17.147
4.635,9.992,0.15117,-24.50,3.577,21.910
4.635,10.850,0.15099,-23.90,3.573,23.792
4.636,10.135,0.15060,-23.90,3.563,22.224
4.636,8.718,0.15088,-23.20,3.570,19.116
4.636,8.238,0.15152,-23.20,3.586,18.065
4.636,7.930,0.15218,-23.20,3.603,17.390
4.637,7.916,0.15284,-23.70,3.620,17.359
4.637,7.897,0.15350,-24.30,3.636,17.317
4.637,8.455,0.15415,-24.30,3.653,18.541
4.638,9.956,0.15459,-24.70,3.664,21.831
4.638,10.799,0.15443,-24.70,3.660,23.679
4.638,11.048,0.15389,-24.70,3.646,24.227
4.638,10.340,0.15346,-24.30,3.635,22.673
4.639,9.660,0.15346,-23.90,3.635,21.182
4.639,9.486,0.15371,-23.90,3.642,20.801
4.639,9.622,0.15398,-23.80,3.649,21.099
4.639,9.689,0.15422,-23.90,3.655,21.245
4.640,9.756,0.15442,-23.90,3.660,21.394
4.640,9.805,0.15454,-24.00,3.663,21.499
4.640,9.663,0.15470,-24.20,3.667,21.188
4.641,9.384,0.15504,-24.20,3.675,20.578
4.641,9.069,0.15557,-24.50,3.689,19.886
4.641,8.304,0.15620,-25.00,3.705,18.208
4.641,7.541,0.15687,-25.00,3.722,16.536
4.642,7.023,0.15752,-25.60,3.739,15.399
4.642,8.350,0.15818,-26.20,3.755,18.310
4.642,10.104,0.15856,-26.20,3.765,22.155
4.643,10.861,0.15835,-26.30,3.760,23.816
4.643,11.124,0.15775,-25.80,3.744,24.393
4.643,10.788,0.15715,-25.80,3.729,23.657
4.643,9.492,0.15702,-25.10,3.726,20.814
4.644,8.922,0.15751,-25.10,3.738,19.564
4.644,8.627,0.15816,-25.10,3.755,18.917
4.644,9.026,0.15880,-25.60,3.771,19.793
4.644,9.371,0.15931,-25.60,3.784,20.548
4.645,9.640,0.15969,-26.20,3.793,21.139
4.645,10.437,0.15975,-26.60,3.795,22.887
4.645,10.928,0.15938,-26.60,3.786,23.964
4.646,10.741,0.15884,-26.40,3.772,23.552
4.646,10.155,0.15859,-25.90,3.766,22.268
4.646,9.775,0.15860,-25.90,3.766,21.434
4.646,9.647,0.15878,-25.70,3.771,21.153
4.647,9.711,0.15898,-25.60,3.776,21.294
4.647,9.693,0.15919,-25.60,3.781,21.256
4.647,9.831,0.15934,-25.80,3.785,21.558
4.648,9.914,0.15944,-25.90,3.787,21.740
4.648,9.745,0.15957,-25.90,3.791,21.368
4.648,9.575,0.15975,-26.00,3.795,20.997
4.648,9.367,0.16006,-26.10,3.803,20.541
4.649,8.783,0.16057,-26.10,3.816,19.260
4.649,8.362,0.16123,-26.70,3.833,18.337
4.649,7.457,0.16188,-27.30,3.849,16.352
4.649,7.646,0.16254,-27.30,3.866,16.767
4.650,9.456,0.16316,-28.00,3.882,20.735
4.650,10.548,0.16322,-28.10,3.883,23.129
4.650,10.954,0.16280,-28.10,3.873,24.020
4.651,10.914,0.16222,-27.60,3.858,23.932
4.651,10.092,0.16190,-27.10,3.850,22.129
4.651,9.136,0.16210,-27.10,3.855,20.034
4.651,9.056,0.16265,-27.00,3.869,19.858
4.652,9.058,0.16324,-27.60,3.884,19.863
4.652,9.362,0.16372,-27.60,3.896,20.530
4.652,9.711,0.16407,-28.10,3.905,21.295
4.653,10.473,0.16410,-28.40,3.906,22.965
4.653,10.824,0.16374,-28.40,3.897,23.734
4.653,10.623,0.16328,-28.20,3.885,23.294
4.653,10.120,0.16309,-27.70,3.880,22.190
4.654,9.681,0.16311,-27.70,3.880,21.228
4.654,9.782,0.16326,-27.40,3.884,21.450
4.654,9.804,0.16341,-27.40,3.888,21.498
4.654,9.806,0.16356,-27.40,3.892,21.503
4.655,9.944,0.16365,-27.50,3.894,21.805
4.655,9.847,0.16375,-27.50,3.897,21.593
4.655,9.558,0.16392,-27.50,3.901,20.960
4.656,9.292,0.16427,-27.70,3.910,20.376
4.656,8.585,0.16485,-28.20,3.925,18.825
4.656,7.611,0.16551,-28.20,3.941,16.689
4.656,6.688,0.16617,-28.90,3.958,14.666
4.657,6.848,0.16682,-29.70,3.975,15.016
4.657,8.681,0.16748,-29.70,3.991,19.035
4.657,10.197,0.16778,-30.00,3.999,22.360
4.658,10.829,0.16752,-29.70,3.992,23.746
4.658,10.938,0.16700,-29.70,3.979,23.984
4.658,10.252,0.16660,-29.00,3.969,22.481
4.658,9.189,0.16669,-28.50,3.971,20.149
4.659,9.155,0.16724,-28.50,3.985,20.074
4.659,9.299,0.16773,-28.80,3.998,20.391
4.659,9.359,0.16815,-28.80,4.008,20.522
4.659,9.509,0.16850,-29.30,4.017,20.852
4.660,9.412,0.16883,-29.90,4.026,20.639
4.660,10.188,0.16900,-29.90,4.030,22.340
4.660,10.686,0.16882,-30.30,4.025,23.432
4.661,10.837,0.16837,-30.00,4.014,23.764
4.661,10.426,0.16801,-30.00,4.005,22.861
4.661,9.884,0.16792,-29.50,4.003,21.674
4.661,9.659,0.16805,-29.20,4.006,21.180
4.662,9.731,0.16825,-29.20,4.011,21.337
4.662,9.897,0.16838,-29.30,4.014,21.702
4.662,9.909,0.16846,-29.30,4.016,21.728
4.663,9.846,0.16856,-29.30,4.019,21.591
4.663,9.711,0.16870,-29.40,4.022,21.295
4.663,9.571,0.16892,-29.60,4.028,20.988
4.663,9.398,0.16923,-29.60,4.036,20.609
4.664,8.702,0.16976,-30.00,4.049,19.082
4.664,8.164,0.17042,-30.60,4.066,17.902
4.664,7.412,0.17108,-30.60,4.083,16.252
4.664,8.669,0.17174,-31.40,4.100,19.009
4.665,10.113,0.17208,-31.80,4.108,22.176
4.665,10.732,0.17189,-31.80,4.104,23.533
4.665,10.920,0.17144,-31.60,4.092,23.946
4.666,10.618,0.17094,-30.90,4.079,23.282
4.666,9.831,0.17078,-30.90,4.075,21.557
4.666,9.223,0.17107,-30.40,4.083,20.224
4.666,9.291,0.17153,-30.60,4.094,20.373
4.667,9.415,0.17194,-30.60,4.105,20.646
4.667,9.513,0.17228,-31.10,4.113,20.859
4.667,9.669,0.17254,-31.50,4.120,21.202
4.668,9.706,0.17276,-31.50,4.125,21.283
4.668,10.120,0.17287,-31.80,4.128,22.191
4.668,10.527,0.17275,-31.80,4.125,23.083
4.668,10.281,0.17253,-31.80,4.120,22.543
4.669,9.920,0.17246,-31.50,4.118,21.753
4.669,9.704,0.17255,-31.40,4.120,21.280
4.669,9.789,0.17271,-31.40,4.124,21.465
4.669,9.827,0.17285,-31.50,4.128,21.548
4.670,9.815,0.17298,-31.70,4.131,21.522
4.670,9.770,0.17313,-31.70,4.135,21.425
4.670,9.601,0.17335,-31.90,4.141,21.053
4.671,9.387,0.17367,-32.20,4.149,20.584
4.671,8.853,0.17419,-32.20,4.162,19.412
4.671,8.773,0.17485,-32.60,4.179,19.236
4.671,9.688,0.17534,-33.10,4.191,21.244
4.672,10.479,0.17534,-33.10,4.191,22.978
4.672,10.741,0.17500,-33.10,4.182,23.552
4.672,10.654,0.17457,-32.50,4.171,23.361
4.673,10.011,0.17436,-32.50,4.166,21.952
4.673,9.410,0.17452,-32.10,4.170,20.634
4.673,9.288,0.17495,-32.20,4.181,20.366
4.673,9.393,0.17534,-32.20,4.191,20.597
4.674,9.425,0.17572,-32.70,4.201,20.666
4.674,9.585,0.17604,-33.30,4.209,21.019
4.674,10.013,0.17623,-33.30,4.214,21.956
4.674,10.520,0.17615,-33.60,4.212,23.067
4.675,10.709,0.17582,-33.40,4.203,23.483
4.675,10.404,0.17546,-33.40,4.194,22.814
4.675,9.957,0.17534,-32.90,4.191,21.833
4.676,9.591,0.17545,-32.90,4.194,21.032
4.676,9.712,0.17566,-32.60,4.199,21.297
4.676,9.848,0.17580,-32.70,4.203,21.594
4.676,9.867,0.17591,-32.70,4.205,21.637
4.677,9.950,0.17598,-32.70,4.207,21.819
4.677,9.913,0.17603,-32.90,4.209,21.736
4.677,9.733,0.17613,-32.90,4.211,21.343
4.678,9.612,0.17636,-33.10,4.217,21.078
4.678,9.311,0.17670,-33.50,4.226,20.418
4.678,8.969,0.17724,-33.50,4.239,19.666
4.678,8.436,0.17790,-34.20,4.256,18.499
4.679,9.265,0.17854,-34.90,4.272,20.316
4.679,10.178,0.17873,-34.90,4.277,22.319
4.679,10.596,0.17855,-35.20,4.273,23.234
4.679,10.756,0.17815,-34.80,4.262,23.587
4.680,10.586,0.17775,-34.80,4.252,23.214
4.680,9.884,0.17760,-34.20,4.249,21.673
4.680,9.409,0.17780,-33.90,4.254,20.633
4.681,9.505,0.17816,-33.90,4.263,20.843
4.681,9.531,0.17848,-34.10,4.271,20.900
4.681,9.562,0.17876,-34.50,4.278,20.967
4.681,9.753,0.17899,-34.50,4.284,21.387
4.682,9.834,0.17916,-35.00,4.288,21.564
4.682,9.985,0.17924,-35.20,4.290,21.894
4.682,10.059,0.17925,-35.20,4.290,22.058
4.683,9.947,0.17925,-35.30,4.290,21.812
4.683,9.820,0.17933,-35.30,4.293,21.533
4.683,9.824,0.17946,-35.30,4.296,21.541
4.683,9.736,0.17961,-35.50,4.300,21.349
4.684,10.167,0.17970,-35.70,4.302,22.295
4.684,10.543,0.17955,-35.70,4.298,23.118
4.684,10.488,0.17924,-35.70,4.290,22.997
4.684,9.886,0.17911,-35.20,4.287,21.678
4.685,9.435,0.17931,-35.20,4.292,20.689
4.685,9.411,0.17967,-35.30,4.301,20.637
4.685,9.285,0.18009,-35.80,4.312,20.361
4.686,9.396,0.18051,-35.80,4.322,20.603
4.686,10.055,0.18072,-36.40,4.328,22.050
4.686,10.506,0.18063,-36.50,4.326,23.037
4.686,10.644,0.18032,-36.50,4.318,23.341
4.687,10.346,0.18000,-36.00,4.309,22.686
4.687,10.008,0.17991,-35.60,4.307,21.945
4.687,9.679,0.17997,-35.60,4.309,21.223
4.688,9.787,0.18015,-35.30,4.313,21.461
4.688,9.870,0.18027,-35.50,4.316,21.643
4.688,9.868,0.18035,-35.50,4.318,21.639
4.688,9.883,0.18045,-35.60,4.321,21.672
4.689,9.957,0.18051,-35.70,4.322,21.833
4.689,9.890,0.18057,-35.70,4.324,21.687
4.689,9.801,0.18067,-35.80,4.327,21.491
4.689,9.743,0.18085,-36.00,4.331,21.365
4.690,9.605,0.18107,-36.00,4.337,21.062
4.690,9.407,0.18137,-36.40,4.344,20.629
4.690,8.958,0.18188,-36.90,4.357,19.644
4.691,8.826,0.18254,-36.90,4.374,19.354
4.691,9.259,0.18317,-37.70,4.390,20.304
4.691,10.081,0.18339,-37.70,4.396,22.105
4.691,10.525,0.18328,-38.10,4.393,23.079
4.692,10.647,0.18296,-37.80,4.385,23.346
4.692,10.541,0.18260,-37.80,4.375,23.114
4.692,9.824,0.18247,-37.20,4.372,21.542
4.693,9.491,0.18266,-36.60,4.377,20.812
4.693,9.553,0.18298,-36.60,4.385,20.947
4.693,9.623,0.18324,-36.80,4.392,21.102
4.693,9.722,0.18346,-37.20,4.397,21.318
4.694,9.788,0.18361,-37.20,4.401,21.463
4.694,9.831,0.18373,-37.60,4.404,21.557
4.694,9.906,0.18385,-37.90,4.407,21.723
4.694,9.995,0.18391,-37.90,4.409,21.918
4.695,10.050,0.18391,-38.10,4.409,22.037
4.695,9.880,0.18393,-38.10,4.409,21.665
4.695,9.687,0.18407,-38.10,4.413,21.242
4.696,9.603,0.18428,-38.30,4.418,21.058
4.696,9.486,0.18458,-38.60,4.426,20.801
4.696,9.941,0.18480,-38.60,4.431,21.799
4.696,10.413,0.18476,-39.00,4.430,22.835
4.697,10.561,0.18450,-38.80,4.424,23.158
4.697,10.305,0.18422,-38.80,4.417,22.597
4.697,9.726,0.18416,-38.30,4.415,21.327
4.698,9.359,0.18444,-38.10,4.422,20.523
4.698,9.514,0.18480,-38.10,4.431,20.863
4.698,9.532,0.18510,-38.60,4.439,20.902
4.698,9.555,0.18541,-39.20,4.447,20.953
4.699,10.061,0.18557,-39.20,4.451,22.061
4.699,10.419,0.18549,-39.60,4.449,22.846
4.699,10.596,0.18522,-39.40,4.442,23.235
4.699,10.382,0.18492,-39.40,4.434,22.766
4.700,10.080,0.18481,-38.90,4.432,22.104
4.700,9.795,0.18483,-38.40,4.432,21.479
4.700,9.755,0.18496,-38.40,4.436,21.391
4.701,9.818,0.18509,-38.30,4.439,21.529
4.701,9.927,0.18520,-38.40,4.442,21.768
4.701,10.047,0.18525,-38.40,4.443,22.031
4.701,9.974,0.18526,-38.50,4.443,21.872
4.702,9.931,0.18529,-38.50,4.444,21.777
4.702,9.863,0.18538,-38.50,4.446,21.627
4.702,9.752,0.18551,-38.60,4.449,21.384
4.703,9.676,0.18569,-38.90,4.454,21.218
4.703,9.541,0.18595,-38.90,4.461,20.922
4.703,9.290,0.18632,-39.50,4.470,20.371
4.703,9.072,0.18683,-40.20,4.483,19.894
4.704,9.031,0.18742,-40.20,4.498,19.803
4.704,9.647,0.18787,-40.90,4.509,21.153
4.704,10.104,0.18796,-41.10,4.512,22.156
4.704,10.462,0.18784,-41.10,4.509,22.942
4.705,10.583,0.18755,-40.80,4.501,23.208
4.705,10.346,0.18726,-40.20,4.494,22.687
4.705,9.796,0.18719,-40.20,4.492,21.480
4.706,9.606,0.18737,-39.70,4.497,21.064
4.706,9.648,0.18760,-40.00,4.503,21.156
4.706,9.653,0.18784,-40.00,4.509,21.167
4.706,9.721,0.18807,-40.40,4.514,21.316
4.707,9.787,0.18822,-40.80,4.518,21.461
4.707,9.893,0.18835,-40.80,4.521,21.694
4.707,9.934,0.18842,-41.10,4.523,21.784
4.708,9.975,0.18848,-41.10,4.525,21.872
4.708,9.954,0.18851,-41.20,4.526,21.827
4.708,9.812,0.18858,-41.30,4.527,21.517
4.708,9.777,0.18872,-41.30,4.531,21.438
4.709,9.665,0.18890,-41.40,4.535,21.193
4.709,9.625,0.18912,-41.70,4.541,21.105
4.709,9.986,0.18929,-41.70,4.545,21.897
4.709,10.428,0.18924,-42.00,4.544,22.867
4.710,10.516,0.18900,-41.90,4.538,23.060
4.710,10.292,0.18875,-41.90,4.532,22.568
4.710,9.786,0.18870,-41.40,4.531,21.459
4.711,9.475,0.18891,-41.20,4.536,20.778
4.711,9.591,0.18922,-41.20,4.544,21.032
4.711,9.630,0.18948,-41.60,4.550,21.116
4.711,9.684,0.18971,-42.20,4.556,21.234
4.712,10.032,0.18985,-42.20,4.560,21.999
4.712,10.426,0.18978,-42.70,4.558,22.863
4.712,10.506,0.18953,-42.60,4.552,23.037
4.713,10.354,0.18927,-42.60,4.545,22.705
4.713,10.025,0.18917,-42.00,4.542,21.983
4.713,9.744,0.18921,-41.70,4.543,21.366
4.713,9.825,0.18935,-41.70,4.547,21.545
4.714,9.884,0.18946,-41.60,4.550,21.673
4.714,9.886,0.18956,-41.70,4.552,21.678
4.714,9.931,0.18963,-41.70,4.554,21.776
4.714,9.947,0.18969,-41.80,4.556,21.812
4.715,9.908,0.18973,-42.00,4.557,21.726
4.715,9.869,0.18982,-42.00,4.559,21.640
4.715,9.695,0.18997,-42.10,4.563,21.260
4.716,9.661,0.19018,-42.40,4.568,21.185
4.716,9.475,0.19045,-42.40,4.575,20.777
4.716,9.357,0.19081,-42.90,4.584,20.517
4.716,9.348,0.19122,-43.40,4.595,20.498
4.717,9.548,0.19162,-43.40,4.605,20.937
4.717,10.064,0.19177,-44.00,4.608,22.069
4.717,10.405,0.19169,-44.10,4.606,22.817
4.718,10.477,0.19146,-44.10,4.600,22.974
4.718,10.352,0.19120,-43.60,4.594,22.701
4.718,9.927,0.19111,-43.10,4.592,21.767
4.718,9.516,0.19124,-43.10,4.595,20.867
4.719,9.715,0.19149,-42.90,4.601,21.303
4.719,9.667,0.19170,-43.10,4.607,21.197
4.719,9.761,0.19189,-43.10,4.611,21.405
4.719,9.813,0.19206,-43.60,4.616,21.518
4.720,9.899,0.19218,-44.00,4.619,21.708
4.720,9.958,0.19224,-44.00,4.620,21.835
4.720,10.058,0.19227,-44.20,4.621,22.055
4.721,9.963,0.19228,-44.20,4.621,21.846
4.721,9.991,0.19232,-44.20,4.622,21.907
4.721,9.849,0.19239,-44.30,4.624,21.596
4.721,9.771,0.19251,-44.50,4.627,21.426
4.722,9.770,0.19267,-44.50,4.631,21.424
4.722,9.811,0.19282,-44.80,4.635,21.514
4.722,10.131,0.19289,-45.20,4.637,22.215
4.723,10.367,0.19280,-45.20,4.635,22.732
4.723,10.461,0.19257,-45.00,4.629,22.939
4.723,10.178,0.19237,-44.96,4.624,22.317
4.723,9.684,0.19239,-44.60,4.624,21.236
4.724,9.597,0.19263,-44.30,4.630,21.044
4.724,9.642,0.19286,-44.30,4.636,21.143
4.724,9.653,0.19309,-44.70,4.642,21.167
4.724,9.817,0.19328,-45.10,4.647,21.527
4.725,10.162,0.19334,-45.10,4.648,22.283
4.725,10.430,0.19323,-45.50,4.645,22.871
4.725,10.450,0.19299,-45.30,4.639,22.915
4.726,10.411,0.19276,-45.30,4.633,22.829
4.726,10.150,0.19260,-44.80,4.629,22.256
4.726,9.869,0.19259,-44.20,4.629,21.641
4.726,9.819,0.19267,-44.20,4.631,21.531
4.727,9.788,0.19279,-44.00,4.634,21.463
4.727,9.816,0.19292,-44.10,4.638,21.524
4.727,9.906,0.19302,-44.10,4.640,21.723
4.728,9.954,0.19307,-44.30,4.642,21.828
4.728,9.925,0.19313,-44.50,4.643,21.764
4.728,9.865,0.19320,-44.50,4.645,21.632
4.728,9.685,0.19333,-44.50,4.648,21.238
4.729,9.741,0.19351,-44.80,4.653,21.359
4.729,9.679,0.19370,-44.80,4.658,21.225
4.729,10.029,0.19385,-45.30,4.661,21.991
4.729,10.344,0.19380,-45.60,4.660,22.682
4.730,10.435,0.19361,-45.60,4.655,22.882
4.730,10.428,0.19337,-45.30,4.649,22.866
4.730,10.322,0.19315,-44.80,4.643,22.633
4.731,9.911,0.19307,-44.80,4.641,21.732
4.731,9.381,0.19326,-44.30,4.646,20.570
4.731,9.459,0.19361,-44.60,4.655,20.742
4.731,9.605,0.19388,-44.60,4.662,21.062
4.732,9.876,0.19408,-45.20,4.667,21.657
4.732,10.243,0.19409,-45.70,4.667,22.461
4.732,10.402,0.19394,-45.70,4.664,22.809
4.733,10.397,0.19373,-45.60,4.658,22.800
4.733,10.412,0.19350,-45.10,4.652,22.831
4.733,10.305,0.19330,-45.10,4.647,22.596
4.733,10.034,0.19320,-44.50,4.645,22.002
4.734,9.721,0.19324,-44.10,4.646,21.316
4.734,9.717,0.19343,-44.10,4.651,21.307
4.734,9.827,0.19359,-44.10,4.655,21.550
4.734,9.821,0.19371,-44.30,4.658,21.535
4.735,9.880,0.19383,-44.30,4.661,21.666
4.735,9.934,0.19390,-44.50,4.663,21.784
4.735,9.972,0.19395,-44.60,4.664,21.867
4.736,9.989,0.19398,-44.60,4.664,21.904
4.736,9.902,0.19402,-44.70,4.666,21.713
4.736,9.881,0.19411,-44.90,4.668,21.668
4.736,9.796,0.19421,-44.90,4.670,21.480
4.737,9.938,0.19433,-45.10,4.674,21.791
4.737,10.293,0.19433,-45.30,4.673,22.571
4.737,10.419,0.19416,-45.30,4.669,22.846
4.738,10.393,0.19393,-45.00,4.663,22.790
4.738,9.967,0.19379,-44.60,4.660,21.856
4.738,9.594,0.19389,-44.60,4.662,21.038
4.738,9.571,0.19417,-44.50,4.669,20.988
4.739,9.678,0.19441,-45.00,4.676,21.222
4.739,9.755,0.19462,-45.00,4.681,21.392
4.739,10.156,0.19470,-45.50,4.683,22.269
4.739,10.396,0.19459,-45.50,4.680,22.796
4.740,10.413,0.19438,-45.60,4.675,22.833
4.740,10.422,0.19416,-45.20,4.669,22.853
4.740,10.298,0.19395,-45.20,4.664,22.582
4.741,9.985,0.19386,-44.70,4.662,21.896
4.741,9.746,0.19391,-44.20,4.663,21.372
4.741,9.749,0.19407,-44.20,4.667,21.377
4.741,9.816,0.19422,-44.20,4.671,21.525
4.742,9.831,0.19435,-44.40,4.674,21.557
4.742,9.939,0.19443,-44.40,4.676,21.793
4.742,9.923,0.19449,-44.50,4.677,21.760
4.743,9.978,0.19453,-44.70,4.679,21.879
4.743,9.978,0.19456,-44.70,4.679,21.879
4.743,9.874,0.19461,-44.70,4.681,21.652
4.743,9.774,0.19475,-44.90,4.684,21.432
4.744,9.772,0.19492,-44.90,4.688,21.429
4.744,10.127,0.19499,-45.20,4.690,22.206
4.744,10.382,0.19489,-45.50,4.688,22.765
4.744,10.434,0.19468,-45.50,4.682,22.880
4.745,10.423,0.19445,-45.30,4.677,22.857
4.745,10.287,0.19425,-44.70,4.671,22.556
4.745,9.845,0.19420,-44.70,4.670,21.588
4.746,9.421,0.19441,-44.40,4.675,20.659
4.746,9.576,0.19474,-44.60,4.684,20.999
4.746,9.555,0.19500,-44.60,4.690,20.953
4.746,9.910,0.19521,-45.30,4.696,21.730
4.747,10.256,0.19522,-45.80,4.696,22.489
4.747,10.424,0.19506,-45.80,4.692,22.858
4.747,10.392,0.19485,-45.70,4.687,22.788
4.748,10.394,0.19463,-45.20,4.681,22.792
4.748,10.321,0.19443,-45.20,4.676,22.631
4.748,10.056,0.19430,-44.60,4.673,22.051
4.748,9.744,0.19433,-44.10,4.674,21.366
4.749,9.706,0.19450,-44.10,4.678,21.284
4.749,9.825,0.19466,-44.10,4.682,21.544
4.749,9.803,0.19480,-44.30,4.685,21.497
4.749,9.865,0.19493,-44.30,4.689,21.632
4.750,9.924,0.19500,-44.50,4.690,21.762
4.750,9.968,0.19506,-44.70,4.692,21.858
4.750,9.949,0.19509,-44.70,4.693,21.816
4.751,9.879,0.19514,-44.80,4.694,21.663
4.751,9.913,0.19521,-45.00,4.696,21.736
4.751,9.838,0.19533,-45.00,4.699,21.572
4.751,10.160,0.19538,-45.20,4.700,22.279
4.752,10.384,0.19527,-45.30,4.697,22.770
4.752,10.400,0.19506,-45.30,4.692,22.805
4.752,10.338,0.19485,-45.00,4.687,22.668
4.753,9.968,0.19475,-44.50,4.684,21.857
4.753,9.578,0.19486,-44.50,4.687,21.004
4.753,9.588,0.19514,-44.50,4.694,21.025
4.753,9.663,0.19538,-45.10,4.700,21.188
4.754,9.855,0.19556,-45.10,4.705,21.609
4.754,10.234,0.19559,-45.70,4.706,22.441
4.754,10.380,0.19546,-45.70,4.702,22.762
4.754,10.395,0.19525,-45.70,4.697,22.794
4.755,10.367,0.19504,-45.30,4.691,22.732
4.755,10.330,0.19485,-45.30,4.687,22.651
4.755,10.076,0.19472,-44.70,4.683,22.094
4.756,9.725,0.19474,-44.30,4.684,21.324
4.756,9.752,0.19491,-44.30,4.688,21.385
4.756,9.739,0.19507,-44.10,4.692,21.356
4.756,9.838,0.19522,-44.30,4.696,21.573
